Filename,ClassId
08100,28
11608,7
05998,12
11189,2
03879,7
03113,11
04742,13
04913,14
09274,40
00403,0
04245,5
09601,16
10460,10
01522,17
04701,4
06533,10
00944,38
03849,38
00183,25
06639,0
11551,2
07678,12
12607,1
11877,26
03773,2
07953,29
00640,7
10191,12
00573,6
07913,12
11171,25
00543,12
02963,17
00597,29
09418,27
08854,17
07505,29
05384,9
04602,29
05350,1
05029,3
09306,5
06467,5
06545,8
01615,2
08772,4
05709,9
01143,15
01804,11
00118,1
01041,9
11180,3
06216,35
10408,5
11311,25
00523,14
01282,14
07613,3
06596,5
05174,4
11426,10
09161,40
10016,25
02272,4
01524,30
02964,9
02953,33
03583,17
00355,33
05443,11
00996,25
05602,1
09438,1
07334,1
07637,34
09045,5
05505,38
02877,16
12555,12
12010,13
06701,15
04624,8
05455,26
03836,1
01450,35
03364,10
07941,1
00192,12
06325,31
08720,4
00214,25
03846,15
07147,31
05344,4
07960,2
03319,11
05641,5
03469,36
01688,1
01077,7
01045,31
00413,26
02649,11
06929,13
10358,1
05657,2
12111,22
06715,36
12059,13
04559,5
12211,28
01204,3
08313,5
06916,33
06273,8
00059,16
12457,17
01779,35
07487,35
07814,31
08076,24
00751,28
08242,2
02492,22
00361,38
12233,12
02669,18
12483,35
07840,25
01555,1
06138,14
06430,1
08900,31
03574,5
06376,38
08949,25
06762,9
07565,16
02409,8
11990,25
00104,33
08161,4
06810,13
05244,12
07942,15
02459,18
03870,15
02423,22
03237,1
05093,23
09200,7
11310,8
09278,7
08331,12
04232,13
01687,38
02092,9
04668,1
01720,10
09550,29
07206,17
08625,34
04184,41
08247,13
00294,5
11823,13
11998,8
09620,10
08562,2
06187,5
03929,4
06827,16
03816,18
08514,17
06206,16
05173,13
05185,10
04791,31
01799,9
04694,5
04050,29
03439,1
01179,9
06255,6
03752,28
07166,4
02796,7
10844,18
05716,25
02274,20
08159,38
02329,14
05235,5
00742,35
11756,41
11864,1
08923,8
03780,25
12099,38
11261,41
00391,33
01170,11
10072,9
08031,40
01182,31
01456,38
07789,17
02912,26
02559,23
01844,5
09291,11
03928,7
07652,31
02843,5
07468,5
01605,8
12239,10
09230,15
02804,39
01390,8
06329,7
00298,35
01825,4
09318,17
10149,14
03080,9
04949,13
12084,35
11067,38
02370,22
05180,18
06619,8
09776,25
08868,12
09360,14
03591,7
00736,39
07216,3
00007,12
07167,42
06484,1
06077,33
00726,14
11190,14
08550,2
10210,6
00084,10
00867,9
05742,24
09098,2
00423,9
06440,1
00077,10
10322,7
12574,7
10266,38
10877,2
06232,13
04088,28
06991,25
12231,35
11674,10
03646,1
11571,33
11416,4
06327,31
01065,7
10265,12
00617,1
02256,2
07091,31
05311,14
02017,7
02735,13
07630,1
08612,13
00660,5
06818,17
11401,13
04511,25
00970,12
12396,7
02019,17
08970,2
11378,1
04852,2
11755,22
00455,38
03399,5
00664,13
05817,31
05889,38
08130,25
01995,13
00969,13
06887,38
09830,31
03395,25
01797,31
05363,30
07436,8
00088,22
06482,1
05168,10
00829,25
02802,28
12277,13
04557,25
02664,25
04474,12
01910,22
11899,12
11774,4
08005,38
12363,8
11832,31
06864,5
03523,6
06648,38
09238,2
07146,40
11872,35
05378,13
09046,31
00360,9
02868,38
09920,7
10218,4
00757,12
04174,13
08600,5
08298,1
03950,4
12148,5
04470,26
05381,20
08619,16
04772,28
05768,33
02835,1
03970,8
08279,35
01073,33
01475,18
10889,9
01407,17
12330,15
02203,10
01681,25
04134,2
07545,1
12402,31
09272,2
03305,7
00625,13
06896,4
02729,12
07618,31
11126,18
10225,14
09976,13
11703,13
08753,15
06103,9
07722,4
01201,5
04911,17
08433,17
00603,19
05658,37
00459,6
04871,12
02776,25
06261,9
08793,7
07535,11
02448,19
06478,35
06037,13
07026,17
10160,17
00897,31
09926,22
09520,17
11602,10
10834,29
00190,10
00379,18
06147,25
04953,30
03586,18
07796,8
12582,3
06125,13
10115,4
10556,22
08891,4
07583,16
05542,5
07062,14
01172,38
00098,9
01955,1
08758,38
02590,13
02077,7
02895,4
12097,16
12495,9
00009,35
10850,2
09372,33
01876,38
08824,30
01845,11
10095,3
03678,10
03005,12
07210,2
04790,15
05341,25
11764,7
04446,5
08614,38
03058,21
00054,13
04068,36
06890,11
07582,19
01584,2
11578,2
03398,7
04968,10
05948,4
09133,6
11555,10
09407,22
07735,10
12564,23
09239,25
09121,4
00046,3
06074,13
00789,38
07935,40
02507,2
04754,19
03934,9
06388,13
07172,12
08429,10
08233,9
07177,17
06465,8
02937,13
07368,2
11937,6
10311,35
12468,3
03181,10
01474,13
08274,9
11317,4
09097,4
03971,34
04909,8
11099,35
08760,10
00492,1
00716,2
10773,9
04519,7
06892,25
04295,2
02777,18
00870,42
10795,11
10168,2
07815,9
00422,19
02994,17
04940,9
09296,25
11561,14
11500,22
06947,12
06716,13
09736,13
01022,25
03778,30
08528,5
12184,40
02388,31
01330,10
03701,21
05890,5
12581,9
06812,5
08359,1
04554,9
07296,2
10464,8
03946,11
06222,4
07389,31
09413,18
10228,9
05719,7
03567,30
05591,4
07837,3
02354,10
06307,15
10840,11
07798,37
00602,4
11884,2
04763,10
06326,3
04076,5
03669,9
06014,5
02066,11
07649,13
09308,11
11929,18
10739,15
01028,12
01164,4
04280,13
11312,11
06082,3
10853,12
11822,5
07778,7
01275,8
03896,22
02306,4
10768,13
02723,9
00774,3
08914,3
03887,38
04958,25
08454,9
10125,13
03832,41
11221,2
02547,7
01581,13
11531,24
06942,5
02334,17
07697,29
10809,5
04768,25
06661,12
03430,12
09289,28
10169,40
00090,3
09995,1
09440,5
05861,9
03208,1
12193,35
02341,13
00995,38
06029,25
08235,31
09384,14
01351,12
09034,1
09569,4
05847,2
06370,35
11331,5
08413,28
08629,13
03593,41
11031,7
06684,11
09415,6
08427,26
02236,6
07674,14
03008,21
07973,23
10841,1
04256,13
04431,10
06984,5
06621,12
10862,26
11227,7
01095,37
07114,1
03099,5
04651,10
09203,1
03813,10
07213,7
10305,8
10201,5
03154,14
01135,5
07333,4
04104,38
05937,10
04520,9
03542,11
05828,11
12071,26
11199,9
02740,23
03757,31
08335,38
08639,9
07986,5
03865,12
00211,38
09659,25
08962,38
05267,13
03290,26
12442,3
03481,20
03134,14
03674,14
03582,38
10977,7
04773,13
01030,18
04765,28
06186,17
09754,13
11486,11
07933,10
05996,32
07030,25
03471,11
01394,2
07036,12
05450,35
00116,27
06344,10
06211,13
03380,38
08445,7
00017,20
08557,1
01283,36
08828,3
11062,8
00125,10
02395,2
03948,25
01190,10
11384,34
06891,12
11421,13
11967,11
03339,38
10083,3
05153,2
00800,38
07219,16
10689,12
07025,10
07072,30
01441,25
08123,18
05733,1
08038,31
02383,7
05092,10
08004,7
11906,14
05651,5
03013,3
06633,19
02870,12
07643,4
05127,40
10320,18
03450,8
01983,7
09294,4
03184,3
07889,38
02415,13
02620,25
11440,14
07434,40
06525,3
09505,1
02797,10
08684,41
07247,1
09344,14
12471,5
04539,1
07929,15
10170,14
05228,26
06287,12
09781,18
07742,25
08045,36
05987,13
00381,13
00571,8
05573,7
08947,5
07852,2
03420,0
09579,18
01940,5
05594,8
08746,24
01231,5
07866,7
10635,28
12362,11
11646,38
05806,30
08928,3
07503,38
04399,1
00914,25
09813,1
07741,20
04929,34
08079,2
09959,8
07398,7
00552,9
09547,27
11007,7
10474,4
06647,35
11675,2
04845,38
11216,2
00482,35
09036,28
01366,12
03629,1
07077,42
06490,22
02120,38
04313,39
04995,26
11472,1
11242,10
11986,18
09176,8
07017,4
01438,10
06324,6
04573,2
01532,11
00301,5
06666,11
01595,8
07352,5
07008,35
10731,33
08442,13
02109,30
04301,3
00061,10
08813,1
01654,38
09128,3
02012,38
01168,2
09713,12
12496,33
08090,33
04371,9
08973,11
06849,5
03269,9
02485,36
07547,4
01079,22
06442,31
04543,3
00493,3
09698,10
08112,17
08996,17
11347,1
01090,16
10285,25
02366,2
04335,16
08802,5
00036,3
07074,13
08896,15
05465,34
04285,2
12304,3
09201,32
07808,8
05571,38
00138,2
09746,15
02359,10
07733,11
00992,7
11771,0
06692,42
12553,7
04844,12
08197,10
03452,1
05459,28
03315,10
07411,37
10393,20
10935,4
08591,10
02634,35
11105,38
12261,17
00693,13
07602,28
05421,7
05726,10
10697,2
03258,36
03179,7
01985,25
00784,7
06728,13
06113,11
06641,20
00228,8
11694,9
12455,16
10002,20
10718,12
12040,26
03848,10
04483,33
04453,25
06268,35
08422,21
09533,12
04502,28
01082,13
02375,33
04311,38
07644,12
00768,3
08574,27
01987,22
04821,42
11950,22
04568,10
04603,34
00066,18
11143,1
04575,8
11305,14
11025,17
08027,40
02859,34
11666,25
10855,13
06315,7
05881,38
07847,25
07338,3
10897,3
03960,21
08148,12
05986,17
01139,35
09849,32
05074,16
05351,9
02229,17
08756,2
09460,10
10636,12
04344,2
00513,25
09789,9
06054,11
06363,5
12283,5
08396,12
02985,4
11501,2
12269,9
08285,4
09356,16
01921,22
03686,31
04700,33
04125,21
08808,40
02529,5
05969,13
04303,25
04002,38
05582,11
05712,20
12543,13
02670,42
02175,2
10565,2
07874,14
01914,34
09735,38
02688,7
02163,2
02932,13
12249,18
06470,35
11475,10
07740,13
07887,10
00295,1
09108,25
05810,38
02207,38
09463,11
00120,13
05690,2
06602,6
03667,14
10039,13
04683,13
06276,35
07810,7
09033,12
00108,33
07511,23
06589,17
02275,38
00296,33
01600,38
05506,38
02834,42
08187,26
03676,2
10800,38
10088,2
01134,4
03975,40
09973,1
00587,30
09898,7
08459,2
04527,12
06874,5
08716,9
07915,2
05249,2
00744,4
04722,4
07058,33
08717,13
10907,14
03596,40
02105,6
01980,10
11323,10
11801,11
10299,8
10412,4
07002,12
04875,14
06866,3
11624,12
08213,2
12461,12
09855,32
11194,5
04661,1
02216,11
12319,18
06097,2
06311,31
03202,1
11591,10
02653,9
05196,1
12095,3
09856,25
05103,5
01418,4
06040,4
11886,10
05480,10
11469,10
01123,40
03473,42
01370,33
05538,11
09625,18
04127,4
01433,8
11231,12
10268,4
00317,40
02252,25
00892,33
12309,10
07379,5
08220,1
01521,8
07272,10
06593,9
02504,35
04714,11
12243,15
11731,11
02702,37
10752,4
01829,38
07126,17
00293,35
12120,25
09485,25
09767,9
07306,18
06877,2
08245,13
08365,23
03410,28
00876,7
08747,33
09456,13
06141,26
10750,1
10803,12
06590,11
05746,12
10112,2
02820,12
10559,31
07743,12
00626,28
01285,13
12479,5
12430,1
07930,26
02462,10
05519,25
08916,9
11643,18
11016,3
05405,21
03201,9
06080,13
00657,13
04633,38
08003,38
11034,25
01055,11
02005,26
02611,24
11098,1
06600,2
09387,13
12113,8
04112,23
09112,3
11669,2
02227,8
01820,5
06654,2
03477,12
03920,12
11828,2
05035,12
05572,7
01853,0
00089,13
00369,13
05129,15
08838,25
05984,3
08341,6
10270,13
10898,16
09889,33
10446,4
01074,14
04253,5
00023,3
08165,4
08872,3
12218,39
04291,35
04972,7
09425,13
10879,31
00071,25
05256,4
11111,3
12270,26
06332,26
04040,34
09467,33
04141,23
06801,17
03389,2
01594,11
10713,42
11091,16
04316,41
07044,11
07606,38
03301,10
03413,6
08344,40
05164,18
05345,12
08597,8
08551,12
08024,38
00540,8
03725,11
10869,26
11518,37
11106,25
08851,13
09018,38
03423,2
04108,25
06468,13
10762,4
05932,7
10814,1
12593,3
08977,3
03858,4
07067,2
09669,25
01929,1
04517,10
09720,33
02471,25
07337,9
10154,17
06056,12
02421,8
07897,25
03064,12
00807,0
00588,5
11161,2
12531,5
06194,9
03096,10
05424,14
04373,8
11680,24
05584,17
12311,9
07758,2
08340,31
09442,38
07762,4
01553,3
08689,38
01335,2
10369,2
08680,13
09056,20
02541,12
11309,7
08156,3
11836,7
04014,13
06536,2
10489,22
05142,14
11642,16
01747,12
06417,8
02165,2
02170,18
04296,35
12409,20
12329,20
01241,22
01383,38
04799,16
02888,4
10516,7
01577,28
12209,38
12427,26
08398,19
02732,10
05238,38
06152,1
11489,3
03693,8
01004,10
00948,34
01000,17
05179,13
05981,39
02022,7
04448,17
11075,7
10857,3
09396,7
12444,12
06865,17
02308,34
00220,2
00666,14
10742,26
00805,2
10261,7
06671,12
07886,18
01391,38
01295,17
10711,4
07154,5
03769,1
08106,2
08537,12
06140,25
03036,5
04191,21
00530,13
07865,10
11775,35
03710,17
02361,30
09394,5
10995,18
02202,33
09160,32
08222,2
05498,26
00507,42
11173,20
10975,2
12198,38
02598,17
06044,10
00709,16
01874,14
03182,7
03968,40
03088,38
01972,5
10698,16
09628,11
07498,37
01200,2
08363,13
00376,42
08395,25
08380,10
09109,4
05596,7
10883,13
01426,10
03520,2
01775,12
06304,40
10449,3
04983,41
11710,33
12506,34
03191,12
09608,31
05882,38
01998,3
00393,2
01603,25
00132,14
09464,12
03351,1
09261,25
04670,4
02813,6
00216,10
10345,9
00239,18
05081,10
08742,0
07940,13
03584,38
12576,18
06272,8
09174,25
06629,7
03618,10
06212,26
07864,25
11327,2
02681,2
04711,3
07141,4
05239,18
02765,31
07936,2
00815,1
01149,31
04288,9
09312,8
11000,7
00939,38
11783,7
12121,15
00398,4
04259,9
03063,28
06202,13
03044,10
10061,16
05108,35
07384,13
02260,10
10744,3
02305,1
10003,38
07277,18
08282,28
01748,8
09640,5
03446,4
08848,29
02420,12
09919,10
02051,1
09896,13
10551,1
11330,40
01912,9
10663,2
06118,5
05708,35
00581,10
08466,9
07544,4
09484,10
12295,4
09419,10
02673,4
07158,17
06317,17
04250,25
00661,13
01665,25
11717,26
05160,34
01193,10
05360,4
03882,12
05367,14
06124,3
05410,4
09743,18
08136,7
11691,5
05010,29
00449,8
06950,9
04067,1
08954,1
02323,2
06943,11
08939,10
02798,38
03207,31
05014,3
00813,12
11316,10
06925,5
02698,7
07160,7
07205,8
06857,2
02446,26
03541,5
03984,1
05927,29
01943,10
01440,5
00910,1
08261,1
09618,37
07148,33
06886,1
07331,26
01635,5
05056,8
07638,12
09370,6
12516,13
06842,12
07826,26
04567,8
06872,36
01633,12
03666,31
08955,5
12382,21
08904,2
11117,10
02995,20
09194,10
00265,12
11586,16
02828,14
03494,25
02516,12
04236,2
04365,38
02902,4
00865,33
07939,10
08816,35
02588,17
07959,5
08230,10
10216,4
11616,38
09138,2
07690,7
08663,12
01699,27
12465,8
05105,25
03916,2
10981,35
09612,13
10364,10
12245,12
03785,1
02137,10
02675,15
08718,38
00343,2
11891,8
02233,10
08682,31
11157,5
02440,11
07920,11
12029,4
01140,8
09558,12
07622,9
00003,33
07328,4
11418,11
01510,5
09661,30
03719,28
09868,42
04116,5
00254,34
03463,12
11032,13
04673,4
09134,13
02881,2
01785,25
10765,5
03213,12
09823,13
00901,24
05385,7
09557,15
02204,33
03092,33
02097,12
04866,9
01424,12
05673,8
12048,38
08581,31
09741,10
00163,28
12494,38
04689,11
07010,19
00504,23
03939,9
08437,11
07369,13
12057,41
02133,16
02545,17
00554,38
05845,3
02864,30
10093,3
00804,5
01460,10
12194,3
08648,28
06763,7
01905,38
04338,4
08352,22
02112,18
08297,11
09861,7
05112,14
01842,2
02996,25
02576,25
07041,31
08595,40
09632,10
04994,4
01891,10
04277,10
02983,7
11244,28
04449,5
07561,4
09162,1
05699,4
03990,12
03263,3
01381,9
00596,4
05632,14
11490,2
06000,1
12259,7
05317,35
01207,16
09426,5
06752,10
08781,1
05935,35
03363,29
09013,1
00008,25
03554,8
03228,7
05094,10
03716,2
00471,37
00565,23
10459,10
02858,13
02593,2
07131,9
08249,8
09427,10
04033,5
10134,35
11528,1
07901,4
06185,8
00658,13
00457,8
01545,38
10410,7
04083,15
08727,42
05117,15
10490,8
10963,38
05818,4
10724,12
09745,3
03767,13
06049,12
11852,12
06120,2
10970,12
07785,33
03107,22
04123,34
02896,38
02317,25
05036,32
08668,36
03234,18
11857,40
05134,25
10077,36
04868,32
02899,12
00506,32
00223,1
11685,2
07355,35
06560,33
11484,2
05076,1
03806,11
01527,2
05945,0
01991,2
08456,41
03157,11
11637,5
07811,30
01294,7
03961,15
02676,25
04734,1
09655,13
12064,35
07348,39
05233,11
11485,33
06860,13
06126,2
09079,5
05678,14
03973,36
00400,38
04478,1
03592,35
11395,25
06788,26
03286,14
02365,2
12096,18
11369,38
02049,13
03131,14
07832,7
05692,12
05356,4
05044,35
10572,25
08785,7
04748,13
06183,40
04137,1
00133,13
00215,13
06401,4
09807,4
05231,3
05974,11
12349,37
03589,3
00087,7
10019,11
03324,35
09785,10
10066,3
05985,6
06783,33
06688,38
04051,8
01449,38
06544,42
06922,7
01183,24
04996,12
08903,35
02706,33
01926,34
11371,12
05952,7
06934,13
09436,9
01727,40
02145,4
00873,28
05995,5
06282,7
09182,24
10196,33
03643,18
01662,7
02184,40
11471,8
11632,2
08035,9
10849,5
05741,8
03726,7
06758,29
07244,12
06821,9
06710,12
06471,23
12417,4
06998,8
03334,3
01133,4
01890,13
02304,17
08431,6
12313,14
11124,22
00788,2
08252,9
03375,13
09287,38
01768,1
10264,30
10770,38
02713,1
06618,10
10781,22
03424,12
02512,5
00323,6
08367,1
09563,5
03017,26
00261,14
11290,7
11915,38
08738,22
11940,29
04312,20
12252,30
06963,8
04105,16
08464,4
11200,42
06259,4
08181,38
09948,10
02767,38
09507,3
08584,11
05608,40
00314,1
12341,37
06682,13
11567,17
04662,6
00772,13
06691,10
10221,8
08759,10
05766,39
07746,8
00321,4
08345,7
02330,28
12332,13
00848,12
07956,13
02833,7
01340,13
03447,4
08489,12
02191,7
06210,19
07343,16
00735,38
06856,12
11883,26
10420,13
11396,11
04064,17
00760,3
08432,38
02887,4
10042,17
08450,38
04258,13
07849,8
01737,15
01490,21
10524,25
10315,12
03441,2
06778,33
05883,28
08236,28
03729,10
05750,4
03343,15
10764,2
10606,12
08875,38
02672,16
08193,34
09914,25
11336,31
02523,13
07187,28
07164,18
06771,13
01500,2
01732,18
03564,21
04468,17
00175,1
01246,28
02422,31
09282,10
02209,23
12569,30
07687,1
11815,10
04222,13
06209,9
10964,31
03528,38
11573,4
00297,28
01602,1
10033,8
10422,35
00613,29
05903,11
10478,13
12404,1
07707,4
04213,13
06314,35
12375,28
02756,4
06437,31
02947,9
09772,31
04456,21
00619,38
12127,32
02313,1
08379,9
10086,7
00717,36
12459,21
10651,22
08870,15
03384,4
08638,1
01279,0
12502,42
02869,1
06495,11
05110,38
01288,8
11402,4
02495,13
10090,25
09164,37
11819,5
10684,13
06696,37
01355,12
03804,20
11239,23
12399,39
10081,8
09471,16
00605,9
11116,2
12195,23
03010,9
04946,5
11056,5
10060,35
08831,38
12498,32
06076,5
10906,38
10290,16
01568,2
00875,1
06796,14
03196,28
03116,17
05085,2
06132,15
11177,18
05449,10
00417,14
06967,25
08208,6
11374,10
04315,13
03906,38
07070,33
01833,16
10159,17
04812,5
10563,23
11243,11
11478,1
11424,2
05061,13
00041,30
07880,12
08479,4
11340,5
06903,1
10507,26
08303,6
06512,29
11935,25
03160,29
03412,14
03371,12
09710,28
07891,12
05590,13
01949,10
09163,18
07365,5
11735,15
11766,3
06156,18
07489,33
11527,33
09445,10
09432,2
02847,21
03579,38
04697,27
08626,15
12026,10
00962,12
02764,2
11359,35
10604,25
09172,5
02665,8
04877,38
10730,5
08617,35
00286,33
04959,2
06476,23
12215,31
06538,13
09412,11
11988,3
12142,38
00204,17
11132,26
03759,1
11233,28
08778,1
03077,2
04247,12
05795,9
04882,13
11258,8
12284,1
03803,13
08064,17
01547,5
10038,14
06390,1
04095,1
02398,7
06148,12
04249,5
12595,25
12255,18
08820,2
02787,31
10633,28
11412,10
04564,1
04240,7
09783,2
09795,38
05587,12
00957,36
05728,13
06894,40
11997,8
07680,25
07684,11
06561,17
11002,19
07402,25
06129,5
07417,28
09178,10
10929,7
03737,22
01180,26
01789,7
09450,39
04430,10
08510,30
09096,3
02538,3
10389,33
05811,5
01111,5
02300,6
07666,2
04522,34
09931,8
11264,13
04454,18
07339,10
09837,14
08366,38
07659,8
00453,40
01622,38
01236,23
10747,7
12083,12
05580,1
04503,3
12244,2
01479,31
02172,18
09631,38
07060,1
07144,7
07566,18
07109,5
12340,5
07375,31
04716,7
04827,22
06352,23
10467,4
07968,3
06011,15
01982,10
12208,4
10423,25
00701,4
09256,23
12353,36
01423,14
05154,3
10463,4
00450,3
06836,30
00131,3
09917,13
10637,14
09528,27
11617,25
00207,31
12599,10
09065,12
00808,17
01767,2
07926,5
05279,4
12266,1
06294,11
02786,13
04416,17
07068,31
09071,21
06893,25
10890,4
05637,22
11791,8
02441,1
08171,15
00359,10
03749,31
09266,2
07979,2
04175,17
05022,42
02176,14
04000,25
02737,3
01104,29
02475,38
01573,5
02940,8
02143,11
04388,4
06496,31
09444,3
05979,14
08915,7
09910,13
04973,10
06157,6
10864,3
03239,8
07732,12
03326,9
01314,34
12501,40
03437,18
08073,13
06385,25
11178,16
03672,33
03658,10
10756,17
07119,3
03316,3
07012,12
08082,8
00432,34
01223,14
04820,27
08855,4
02806,10
05448,15
06377,13
06243,38
11403,18
04831,7
08892,4
04687,6
08266,38
00776,15
02861,4
00796,15
05295,20
06754,12
08339,11
01299,7
09329,34
06726,16
12535,1
00028,9
07827,28
02054,26
08223,35
02766,24
02882,8
06310,30
03085,10
00622,1
08346,17
03241,15
06953,13
06960,17
01010,8
01644,8
07429,1
11150,33
04597,3
06266,18
08448,14
10866,18
11377,36
02549,12
05534,7
00241,13
10573,22
10119,29
02773,10
09580,4
01780,33
09273,2
08769,32
08544,39
12485,13
02469,1
08506,18
04818,10
05495,40
11706,13
00566,10
01049,35
09048,22
05513,4
02879,7
08883,4
07265,12
00526,3
03563,35
01607,3
04343,14
05622,8
10013,6
02101,31
12110,7
11226,4
09167,31
03856,9
07289,35
02403,23
04059,12
11497,41
03211,1
06203,14
00903,4
00725,13
12043,1
08465,25
03081,13
06213,4
02311,35
02920,35
07218,11
12291,11
09668,22
00593,17
00378,1
05546,10
09529,9
07123,8
03149,2
08927,13
09110,7
03760,10
02430,4
12565,2
11829,1
01248,3
03551,18
08608,2
11671,4
12070,2
07667,31
01051,18
00368,19
09037,1
04178,5
04304,38
07791,9
10581,17
03402,15
11079,26
11850,17
04185,22
11996,17
00743,17
08040,2
04822,13
04666,33
09890,13
07478,12
09154,12
08818,30
02525,13
06355,17
05229,35
01702,32
12522,18
02967,2
12091,1
02027,38
03496,7
07076,13
01557,28
02254,3
09605,4
01019,5
02144,2
01530,13
11001,8
12385,11
06371,17
01754,38
07879,5
06951,35
10585,4
01177,18
11603,2
05342,24
08723,13
07363,8
10018,38
06122,26
11225,5
04148,14
11370,5
01346,35
11096,13
00031,17
07579,5
01752,31
00771,4
02694,1
07495,1
03911,3
06343,5
07927,35
00080,21
08318,9
06547,22
06230,7
02246,5
12325,5
08701,22
02917,7
11118,13
10605,9
09466,2
01959,11
01742,25
06711,8
00154,17
00775,4
04099,13
05064,11
11870,18
00686,14
04634,26
06108,27
10699,25
08471,5
06944,7
10254,13
08306,12
07696,12
01678,38
